Host,lat,lon,Institute,accession,country,millet,sorghum,wild,maize,rice,sugarcane
NA,11.7166667,3.216666667,K,K000865180,Benin,0,0,0,0,0,0
NA,14.3521,3.3168,K,K000865181,Niger,0,0,0,0,0,0
NA,7.3333333,11.71666667,K,K000865182,Nigeria,0,0,0,0,0,0
NA,10.406984,5.469663,K,K000865185,Nigeria,0,0,0,0,0,0
NA,13.00669,5.246567,K,K000865187,Nigeria,0,0,0,0,0,0
NA,13.00669,5.246567,K,K000865188,Nigeria,0,0,0,0,0,0
NA,11.048307,6.994553,K,K000865189,Nigeria,0,0,0,0,0,0
NA,11.048307,6.994553,K,K000865190,Nigeria,0,0,0,0,0,0
NA,12.115655,12.843445,K,K000865191,Nigeria,0,0,0,0,0,0
Millet,9.247216,12.406398,K,K000865193,Nigeria,1,0,0,0,0,0
Sorghum,9.9711111,8.876111111,K,K000865194,Nigeria,0,1,0,0,0,0
Sorghum,9.292312,5.05412,K,K000865195,Nigeria,0,1,0,0,0,0
Maize,7.266667,10.066667,K,K000865196,Nigeria,0,0,0,1,0,0
Maize,10.522602,7.461677,K,K000865197,Nigeria,0,0,0,1,0,0
Maize,10.618302,7.231154,K,K000865198,Nigeria,0,0,0,1,0,0
NA,5.546392,6.52812,K,K000865199,Nigeria,0,0,0,0,0,0
Maize,7.442105,3.896629,K,K000865201,Nigeria,0,0,0,1,0,0
Sorghum,11.42291,8.094714,K,K000865202,Nigeria,0,1,0,0,0,0
NA,11.181858,7.604449,K,K000865203,Nigeria,0,0,0,0,0,0
Maize,10.227206,9.847632,K,K000865204,Nigeria,0,0,0,1,0,0
Maize,8.5,4.55,K,K000865205,Nigeria,0,0,0,1,0,0
NA,7.828729,6.0731,K,K000865207,Nigeria,0,0,0,0,0,0
Maize,10.959674,8.391554,K,K000865208,Nigeria,0,0,0,1,0,0
Maize,10.6127778,12.19444444,K,K000865210,Nigeria,0,0,0,1,0,0
Sorghum,10.435186,11.167288,K,K000865211,Nigeria,0,1,0,0,0,0
Wild,15.223182,5.642386,K,K000865212,Niger,0,0,1,0,0,0
NA,10.711556,-0.835434,K,K000865214,Ghana,0,0,0,0,0,0
NA,9.291634,5.054463,K,K000865215,Nigeria,0,0,0,0,0,0
Wild,10.711556,-0.835434,K,K000865216,Ghana,0,0,1,0,0,0
NA,10.911562,10.911562,K,K000865217,Ghana,0,0,0,0,0,0
NA,9.549464,0.228514,K,K000865218,Ghana,0,0,0,0,0,0
Wild,5.6666667,-0.1,K,K000865223,Ghana,0,0,1,0,0,0
Maize,10.5333333,0.05,K,K000865224,Ghana,0,0,0,1,0,0
NA,9.683333,-0.833333,K,K000865225,Ghana,0,0,0,0,0,0
NA,9.616284,-0.825125,K,K000865226,Ghana,0,0,0,0,0,0
Maize,10.532208,-0.440046,K,K000865227,Ghana,0,0,0,1,0,0
Maize,9.683333,-0.833333,K,K000865229,Ghana,0,0,0,1,0,0
NA,9.689592,-0.829049,K,K000865230,Ghana,0,0,0,0,0,0
Peanut,9.683333,-0.833333,K,K000865231,Ghana,0,0,0,0,0,0
NA,7.802359,6.743005,K,K000865232,Nigeria,0,0,0,0,0,0
Sorghum,9.083333,6.016667,K,K000865233,Nigeria,0,1,0,0,0,0
NA,10.511437,7.416994,K,K000865234,Nigeria,0,0,0,0,0,0
NA,9.147908,9.798954,K,K000865235,Nigeria,0,0,0,0,0,0
NA,11.846441,13.160274,K,K000865236,Nigeria,0,0,0,0,0,0
Sorghum,10.0833333,7.5,K,K000865237,Nigeria,0,1,0,0,0,0
NA,11.113236,7.725176,K,K000865238,Nigeria,0,0,0,0,0,0
NA,10.6127778,12.19444444,K,K000865239,Nigeria,0,0,0,0,0,0
Wild,8.212207,4.897296,K,K000865240,Nigeria,0,0,1,0,0,0
Maize,7.691931,7.047259,K,K000865241,Nigeria,0,0,0,1,0,0
Rice,9.133333,9.783333,K,K000865242,Nigeria,0,0,0,0,1,0
Maize,12.364022,13.82769,K,K000865244,Nigeria,0,0,0,1,0,0
Millet,13.2833333,-16.64999972,K,K000865245,Gabon,1,0,0,0,0,0
Millet,13.2833333,-16.64999972,K,K000865246,Gambia,1,0,0,0,0,0
Millet,13.2833333,-16.64999972,K,K000865247,Gambia,1,0,0,0,0,0
Maize,13.55,-14.9,K,K000865250,Gambia,0,0,0,1,0,0
NA,14.901135,-12.462977,K,K000865255,Senegal,0,0,0,0,0,0
Rice,15.8236111,-16.28694444,K,K000865256,Senegal,0,0,0,0,1,0
Wild,9.584337,-5.197405,K,K000865258,Côte d'Ivoire,0,0,1,0,0,0
NA,9.542697,-5.19396,K,K000865259,Côte d'Ivoire,0,0,0,0,0,0
Wild,10.048961,-6.363856,K,K000865260,Côte d'Ivoire,0,0,1,0,0,0
Rice,9.413607,-5.705677,K,K000865261,Côte d'Ivoire,0,0,0,0,1,0
Maize,9.413607,-5.705677,K,K000865261,Côte d'Ivoire,0,0,0,1,0,0
Rice,9.893333,-6.41076,K,K000865262,Côte d'Ivoire,0,0,0,0,1,0
NA,9.658921,-3.45,K,K000865263,Côte d'Ivoire,0,0,0,0,0,0
Sorghum,10.4333333,0.466666667,K,K000865264,Togo,0,1,0,0,0,0
Millet,10.9333333,0.283333333,K,K000865265,Togo,1,0,0,0,0,0
Sorghum,10.8833333,0.266666667,K,K000865266,Togo,0,1,0,0,0,0
Millet,10.9333333,0.283333333,K,K000865267,Togo,1,0,0,0,0,0
Millet,12.173433,-14.652248,K,K000865268,Guinea-Bissau,1,0,0,0,0,0
NA,12.283333,-14.216667,K,K000865269,Guinea-Bissau,0,0,0,0,0,0
NA,12.440714,-14.48064,K,K000865270,Guinea-Bissau,0,0,0,0,0,0
Sorghum,14.277424,43.368409,K,K000865272,Yemen,0,1,0,0,0,0
NA,14.9833333,44.13333333,K,K000865273,Yemen,0,0,0,0,0,0
NA,14.05,44.15,K,K000865274,Yemen,0,0,0,0,0,0
NA,14.2658333,43.06722222,K,K000865275,Yemen,0,0,0,0,0,0
NA,13.13,44.05,K,K000865276,Yemen,0,0,0,0,0,0
Sorghum,14.2658333,43.06722222,K,K000865277,Yemen,0,1,0,0,0,0
NA,14.2658333,43.06722222,K,K000865278,Yemen,0,0,0,0,0,0
Sorghum,13.593499,44.037373,K,K000865279,Yemen,0,1,0,0,0,0
Sorghum,14.5333333,43.41666667,K,K000865280,Yemen,0,1,0,0,0,0
Sugarcane,30.193552,31.129557,K,K000865281,Egypt,0,0,0,0,0,1
NA,29.848588,31.334832,K,K000865285,Egypt,0,0,0,0,0,0
NA,25.696527,32.645881,K,K000865286,Egypt,0,0,0,0,0,0
NA,25.7,32.683333,K,K000865287,Egypt,0,0,0,0,0,0
NA,25.7,32.683333,K,K000865288,Egypt,0,0,0,0,0,0
NA,25.618974,32.545067,K,K000865292,Egypt,0,0,0,0,0,0
Sorghum,17.247183,43.107529,K,K000865293,Saudi Arabia,0,1,0,0,0,0
NA,17.8166667,44.46666611,K,K000865294,Saudi Arabia,0,0,0,0,0,0
Sorghum,17.741736,42.281292,K,K000865296,Saudi Arabia,0,1,0,0,0,0
Sorghum,-17.4,15.883333,K,K000865297,Namibia,0,1,0,0,0,0
NA,1.416667,31.083333,K,K000865299,Uganda,0,0,0,0,0,0
NA,1.6666667,31.01666667,K,K000865300,Uganda,0,0,0,0,0,0
Wild,0.0166667,30,K,K000865301,Uganda,0,0,1,0,0,0
Wild,0.83,33.391944,K,K000865302,Uganda,0,0,1,0,0,0
NA,1.435556,31.343611,K,K000865303,Uganda,0,0,0,0,0,0
NA,1.435556,31.343611,K,K000865304,Uganda,0,0,0,0,0,0
NA,0.816667,30.066667,K,K000865305,Uganda,0,0,0,0,0,0
Sorghum,0.2547222,30.0075,K,K000865306,Uganda,0,1,0,0,0,0
Millet,0.660198,30.523503,K,K000865307,Uganda,1,0,0,0,0,0
NA,0.45,32.433333,K,K000865308,Uganda,0,0,0,0,0,0
Millet,0.2238889,29.92388889,K,K000865309,Uganda,1,0,0,0,0,0
NA,0.0041667,30.35666667,K,K000865310,Uganda,0,0,0,0,0,0
NA,1.416667,31.083333,K,K000865311,Uganda,0,0,0,0,0,0
NA,0.9825,33.83930778,K,K000865312,Uganda,0,0,0,0,0,0
Sorghum,0.677882,34.188641,K,K000865313,Uganda,0,1,0,0,0,0
Millet,0.2547222,30.0075,K,K000865314,Uganda,1,0,0,0,0,0
NA,0.2547222,30.0075,K,K000865315,Uganda,0,0,0,0,0,0
NA,1.5224,33.447107,K,K000865316,Uganda,0,0,0,0,0,0
Wild,1.716667,33.616667,K,K000865317,Uganda,0,0,1,0,0,0
Peanut,2.029577,33.643611,K,K000865318,Uganda,0,0,0,0,0,0
NA,1.2358333,34.59194444,K,K000865319,Uganda,0,0,0,0,0,0
Wild,1.396509,34.450929,K,K000865320,Uganda,0,0,1,0,0,0
NA,0.924688,33.255972,K,K000865321,Uganda,0,0,0,0,0,0
NA,1.5224,33.447107,K,K000865322,Uganda,0,0,0,0,0,0
NA,1.5224,33.447107,K,K000865323,Uganda,0,0,0,0,0,0
Millet,3.5769444,32.93,K,K000865324,Uganda,1,0,0,0,0,0
Wild,3.8,32.55,K,K000865325,Uganda,0,0,1,0,0,0
Wild,2.083333,34.2,K,K000865326,Uganda,0,0,1,0,0,0
Millet,3.286287,30.943142,K,K000865327,Uganda,1,0,0,0,0,0
Maize,0.78022,31.324414,K,K000865329,Uganda,0,0,0,1,0,0
NA,0.114112,31.999773,K,K000865330,Uganda,0,0,0,0,0,0
Sorghum,15.03552,38.823091,K,K000865331,Eritrea,0,1,0,0,0,0
Sorghum,10.999818,37.000127,K,K000865332,Ethiopia,0,1,0,0,0,0
Sorghum,11.3929213,39.2792,K,K000865334,Ethiopia,0,1,0,0,0,0
NA,13.4833333,38.9,K,K000865337,Ethiopia,0,0,0,0,0,0
NA,15.11,36.6575,K,K000865338,Eritrea,0,0,0,0,0,0
Wild,13.8333333,39,K,K000865340,Ethiopia,0,0,1,0,0,0
NA,12.961778,36.149665,K,K000865343,Sudan,0,0,0,0,0,0
Sorghum,10.854804,30.837792,K,K000865346,Sudan,0,1,0,0,0,0
NA,12.6,37.466667,K,K000865357,Ethiopia,0,0,0,0,0,0
Wild,11.55,42.96,K,K000865359,Djibouti,0,0,1,0,0,0
Sorghum,14.601061,38.833995,K,K000865360,Eritrea,0,1,0,0,0,0
Sorghum,8.7333333,40.5,K,K000865361,Ethiopia,0,1,0,0,0,0
Wild,11.083333,39.733333,K,K000865363,Ethiopia,0,0,1,0,0,0
Sorghum,10.35,37.733333,K,K000865364,Ethiopia,0,1,0,0,0,0
NA,14.124981,38.707791,K,K000865365,Ethiopia,0,0,0,0,0,0
Wild,5.847013,35.825093,K,K000865366,Ethiopia,0,0,1,0,0,0
Sorghum,10.0833333,38.26666667,K,K000865367,Ethiopia,0,1,0,0,0,0
Wild,11.536068,43.032799,K,K000865368,Djibouti,0,0,1,0,0,0
Sorghum,17.245785,33.770967,K,K000865370,Sudan,0,1,0,0,0,0
Sorghum,17.245785,33.770967,K,K000865371,Sudan,0,1,0,0,0,0
NA,15.515783,32.553806,K,K000865373,Sudan,0,0,0,0,0,0
NA,15.515783,32.553806,K,K000865374,Sudan,0,0,0,0,0,0
NA,11.7891,34.3592,K,K000865375,Sudan,0,0,0,0,0,0
Wild,12.903758,31.228675,K,K000865376,Sudan,0,0,1,0,0,0
Millet,12.903758,31.228675,K,K000865377,Sudan,1,0,0,0,0,0
Millet,12.903758,31.228675,K,K000865378,Sudan,1,0,0,0,0,0
Wild,12.903758,31.228675,K,K000865379,Sudan,0,0,1,0,0,0
Wild,12.903758,31.228675,K,K000865380,Sudan,0,0,1,0,0,0
Millet,12.903758,31.228675,K,K000865382,Sudan,1,0,0,0,0,0
Sorghum,12.903758,31.228675,K,K000865383,Sudan,0,1,0,0,0,0
NA,20.998997,30.747099,K,K000865385,Sudan,0,0,0,0,0,0
NA,15.1833333,34.73777778,K,K000865386,Sudan,0,0,0,0,0,0
Sorghum,15.1833333,34.73777778,K,K000865387,Unknown or ambiguous,0,1,0,0,0,0
Maize,14.4,33.63,K,K000865391,Sudan,0,0,0,1,0,0
Millet,14.4,33.63,K,K000865392,Sudan,1,0,0,0,0,0
Maize,14.4,33.63,K,K000865393,Sudan,0,0,0,1,0,0
Sorghum,14.4,33.63,K,K000865394,Sudan,0,1,0,0,0,0
Wild,14.4,33.63,K,K000865395,Sudan,0,0,1,0,0,0
NA,15.588056,32.534167,K,K000865396,Sudan,0,0,0,0,0,0
Wild,12.9061,31.2158,K,K000865398,Sudan,0,0,1,0,0,0
NA,14.4056,33.4989,K,K000865401,Sudan,0,0,0,0,0,0
Sorghum,14.4,33.63,K,K000865402,Sudan,0,1,0,0,0,0
NA,14.4056,33.4989,K,K000865403,Sudan,0,0,0,0,0,0
Sorghum,15.099167,33.014722,K,K000865404,Sudan,0,1,0,0,0,0
Sorghum,11.083333,31.6,K,K000865405,Sudan,0,1,0,0,0,0
Wild,11.083333,31.6,K,K000865406,Sudan,0,0,1,0,0,0
Sorghum,14.033333,35.4,K,K000865407,Sudan,0,1,0,0,0,0
Sorghum,13.1489,30.213749,K,K000865408,Sudan,0,1,0,0,0,0
Wild,11.016667,29.716667,K,K000865409,Sudan,0,0,1,0,0,0
Sorghum,10.53272,29.298006,K,K000865410,Sudan,0,1,0,0,0,0
Sorghum,13.516667,35.766667,K,K000865411,Sudan,0,1,0,0,0,0
Sorghum,21.7955556,31.37111111,K,K000865412,Sudan,0,1,0,0,0,0
Wild,14.033333,35.4,K,K000865413,Sudan,0,0,1,0,0,0
Wild,12.909599,23.474061,K,K000865414,Sudan,0,0,1,0,0,0
Millet,13.183333,30.216667,K,K000865415,Sudan,1,0,0,0,0,0
NA,12.995986,29.500687,K,K000865416,Sudan,0,0,0,0,0,0
NA,12.995986,29.500687,K,K000865417,Sudan,0,0,0,0,0,0
Sorghum,12.909599,23.474061,K,K000865418,Sudan,0,1,0,0,0,0
NA,15.588056,32.534167,K,K000865419,Sudan,0,0,0,0,0,0
NA,12.909599,23.474061,K,K000865421,Sudan,0,0,0,0,0,0
NA,10.5333333,16.45,K,K000865424,Chad,0,0,0,0,0,0
NA,5.4,14.683333,K,K000865425,Central African Republic,0,0,0,0,0,0
Wild,6.5,17.33333333,K,K000865426,Central African Republic,0,0,1,0,0,0
NA,5.739482,20.05564,K,K000865427,Central African Republic,0,0,0,0,0,0
Maize,7.063814,11.16666639,K,K000865428,Nigeria,0,0,0,1,0,0
NA,7.366667,11.483333,K,K000865429,Nigeria,0,0,0,0,0,0
Maize,8.4166667,11.83333333,K,K000865430,Nigeria,0,0,0,1,0,0
Millet,8.473146,13.240387,K,K000865431,Cameroon,1,0,0,0,0,0
Millet,10.757849,13.915489,K,K000865432,Cameroon,1,0,0,0,0,0
Wild,6.75,11.816667,K,K000865433,Cameroon,0,0,1,0,0,0
Wild,12.059952,14.82922,K,K000865434,Cameroon,0,0,1,0,0,0
NA,7.763908,13.4,K,K000865435,Cameroon,0,0,0,0,0,0
Wild,10.773517,14.121532,K,K000865436,Cameroon,0,0,1,0,0,0
NA,8.474166,13.362953,K,K000865437,Cameroon,0,0,0,0,0,0
Wild,5.43,10.55,K,K000865438,Cameroon,0,0,1,0,0,0
NA,10.341068,15.232877,K,K000865439,Cameroon,0,0,0,0,0,0
NA,9.934167,13.948611,K,K000865440,Cameroon,0,0,0,0,0,0
NA,-8.466667,28.9,K,K000865441,Congo,0,0,0,0,0,0
Millet,2.291094,30.974087,K,K000865444,Congo,1,0,0,0,0,0
NA,3.733333,29.716667,K,K000865445,Congo,0,0,0,0,0,0
NA,-1.184167,29.448889,K,K000865446,Congo,0,0,0,0,0,0
Sorghum,2.3,30.98608,K,K000865448,Congo,0,1,0,0,0,0
Sorghum,-9.111417,13.689575,K,K001009124,Angola,0,1,0,0,0,0
Sorghum,-8.7585617,14.93333333,K,K001009125,Angola,0,1,0,0,0,0
